Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
what time is dunkin donuts open till,1,1,210,89.95,0,https://www.dunkindonuts.com/en/locations,168,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,20,20,210,89.95,0,https://www.dunkindonuts.com/en/dd-perks/dd-perks-terms-and-conditions,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,15,15,210,89.95,0,https://news.dunkindonuts.com/blog/dunkin-how-to-curbside-pickup,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,6,6,210,89.95,0,https://www.dunkindonuts.com/en/about/contact-us/restaurant-visit/store-info,2,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,19,19,210,89.95,0,https://www.dunkindonuts.com/en/dd-perks/registration,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,7,7,210,89.95,0,https://www.dunkindonuts.com/en/covid-19/info,1,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,3,3,210,89.95,0,https://www.dunkindonuts.com/en/menu,3,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,5,5,210,89.95,0,https://news.dunkindonuts.com/blog/dunkin-updates-coronavirus-covid19,2,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,4,4,210,89.95,0,https://www.dunkindonuts.com/,2,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,14,14,210,89.95,0,https://www.dunkindonuts.com/en/careers,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,8,8,210,89.95,0,https://news.dunkindonuts.com/news/dunkin-to-limit-service-nationwide-to-drive-thru-carry-out-and-delivery-service-only,1,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,13,13,210,89.95,0,https://www.dunkindonuts.com/en/about/about-us,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,9,9,210,89.95,0,https://www.dunkindonuts.com/en/about/contact-us,1,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,16,16,210,89.95,0,https://news.dunkindonuts.com/,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,17,17,210,89.95,0,https://www.dunkindonuts.com/en/food-drinks,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,24,24,210,89.95,0,https://www.dunkindonuts.com/en/menu/donuts,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,12,12,210,89.95,0,https://www.dunkindonuts.com/en/about/contact-us/faqs,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,18,18,210,89.95,0,https://news.dunkindonuts.com/news,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,25,25,210,89.95,0,https://news.dunkindonuts.com/news/dunkin-introduces-2-iced-mondays-and-extends-free-donut-fridays-for-dd-perksR-members,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,26,26,210,89.95,0,https://www.dunkindonuts.com/en/menu/offers-promotions,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,10,10,210,89.95,0,https://news.dunkindonuts.com/blog/dunkin-preventative-measures-coronavirus,1,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,11,11,210,89.95,0,https://news.dunkindonuts.com/blog/how-to-use-on-the-go-mobile-ordering-on-the-dunkin-mobile-app,1,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
what time is dunkin donuts open till,21,21,210,89.95,0,https://www.dunkindonuts.com/en/dunkin-delivers,0,0,0,0,38000000,"[54,81,100,100,100,81,81,65,81,65,81,81]",8/18/2020,"Site links, Tweet"
inside heath bar,24,24,30,76.11,0,https://news.dunkindonuts.com/blog/dunkin-hershey-candy-flavors-2019,0,0,0,0.16,19700000,"[0,0,0,0,0,0,0,0,0,0,0,100]",8/18/2020,"Image pack, Reviews, Image, Video Carousel, People also ask"
utah gas card locations,57,57,40,77.05,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,25800000,"[100,40,20,20,20,60,20,20,80,20,0,20]",8/18/2020,Image pack
birthday party places canton ohio,67,67,50,72.64,0,https://www.dunkindonuts.com/,0,0,0,0,85,"[14,14,14,100,100,14,14,14,14,14,14,0]",8/23/2020,"Local pack, Image pack, Site links, Reviews, People also ask"
division cafe somerville,66,66,140,85.09,0,https://www.dunkindonuts.com/,0,0,0,0.03,77,"[65,54,54,54,35,35,65,42,35,27,81,100]",8/18/2020,"Knowledge panel, Image pack, Reviews, AdWords top"
do me a flavor beach haven nj,81,81,50,83.61,0,https://www.dunkindonuts.com/,0,0,0,0,95,"[100,100,0,100,100,100,0,100,0,100,100,100]",8/16/2020,"Knowledge panel, Image pack, Site links, Reviews"
bank of america el paso mesa,87,87,70,85.36,0,https://www.dunkindonuts.com/,0,0,0,0,97,"[50,50,50,100,100,100,50,50,100,50,50,50]",8/25/2020,"Knowledge panel, Image pack, Reviews"
halloween store lynchburg va,79,79,50,84.42,0,https://www.dunkindonuts.com/,0,0,0,0,95,"[8,3,10,0,3,44,100,13,3,8,3,3]",8/26/2020,"Knowledge panel, Image pack, Reviews"
snoop dogg sweat suit,24,24,70,80.98,0,https://news.dunkindonuts.com/blog/snoop-dogg-merch-store,0,0,0,0.87,720000,"[75,25,100,25,25,25,25,25,25,25,25,25]",8/18/2020,"Image pack, Reviews, Video"
merchant chandler online,40,40,40,75.68,0,https://www.dunkindonuts.com/,0,0,0,0.29,1990000,"[0,100,0,0,50,50,0,0,0,0,100,100]",8/14/2020,"Image pack, Reviews"
best breakfast places in annapolis md,97,97,20,75.21,0,https://www.dunkindonuts.com/,0,0,0,0,32,"[20,20,20,60,20,20,20,20,40,100,20,20]",8/14/2020,"Local pack, Image pack, Reviews"
seltzer near me,67,67,30,67.47,2.2,https://www.dunkindonuts.com/en/food-drinks,0,0,0,0.96,29000000,"[50,50,7,7,7,14,7,7,7,36,100,7]",8/15/2020,"Local pack, Reviews, People also ask"
moab to san francisco,67,67,30,88.44,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,86,"[14,29,14,71,29,14,14,14,14,100,14,14]",8/25/2020,"Instant answer, Image pack, Reviews, FAQ, Flights"
small red delicious apple calories,88,88,110,81.37,0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0,0,0,14400000,"[65,65,82,65,53,29,82,82,65,100,100,82]",8/28/2020,"Image pack, Featured snippet, Image, People also ask"
carb free dunkin donuts,15,15,30,78.32,0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,0,0,0,0.07,379000,"[40,20,40,20,20,20,100,60,20,20,40,40]",8/18/2020,"Image pack, Site links, Reviews, Video, Image, AdWords top, People also ask"
carb free dunkin donuts,10,10,30,78.32,0,https://www.dunkindonuts.com/en/menu/nutrition,0,0,0,0.07,379000,"[40,20,40,20,20,20,100,60,20,20,40,40]",8/18/2020,"Image pack, Site links, Reviews, Video, Image, AdWords top, People also ask"
iced latte recipe,93,93,1900,76.48,0.99,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-latte,0,0,0,0.02,12800000,"[81,53,53,36,28,28,36,36,53,100,100,100]",8/17/2020,"Reviews, Image, Video Carousel, People also ask"
carbs in a ham and cheese croissant,22,22,50,81.59,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/ham-egg-cheese,0,0,0,0,289000,"[50,50,50,100,50,50,50,100,50,50,50,100]",8/16/2020,"Image pack, Reviews, Featured snippet, Image, People also ask"
nationwide con,94,94,140,63.21,4.27,https://news.dunkindonuts.com/news/releases-20191021,0,0,0,0.3,89100000,"[100,100,100,100,82,82,100,65,82,82,82,65]",8/26/2020,"Reviews, Video Carousel"
restaurants in new haven mi,95,95,110,88.52,0,https://www.dunkindonuts.com/,0,0,0,0.01,195000000,"[100,44,53,53,34,28,66,22,9,9,22,34]",8/18/2020,"Image pack, Reviews"
starbucks grande iced white chocolate mocha calories,87,87,50,82.82,0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0,0,0,84000,"[100,11,11,11,11,11,11,22,11,11,11,11]",8/16/2020,"Image pack, Reviews, Featured snippet, Image, Video Carousel, People also ask"
does grubhub have a minimum order,58,58,30,80.51,3.1,https://www.dunkindonuts.com/en/dunkin-delivers,0,0,0,0.08,1200000,"[14,14,100,14,14,14,14,29,57,14,14,43]",8/16/2020,"Site links, Reviews, Featured snippet, People also ask, FAQ"
does doordash use cash,74,74,90,84.74,2.58,https://www.dunkindonuts.com/en/dunkin-delivers,0,0,0,0.14,5850000,"[50,50,50,100,50,50,50,50,50,50,50,50]",8/27/2020,"Site links, Featured snippet, Video Carousel, People also ask, FAQ"
masterpass deals,41,41,30,78.29,0,https://www.dunkindonuts.com/en/terms-of-use/masterpass,0,0,0,0,3480000,"[33,33,100,33,33,100,33,33,33,67,33,67]",8/15/2020,"Reviews, Video"
mcdonald's burrito nutrition facts,86,86,30,79.88,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/wake-up-wrap,0,0,0,0,0,"[14,14,14,43,100,43,29,14,14,29,14,14]",8/14/2020,"Carousel, Image pack, Reviews, Video, Featured snippet, Image, People also ask"
t mobile locations,83,0,27100,93.57,0.39,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0,0,0.06,8500000000,"[82,82,100,82,67,100,67,82,100,82,82,82]",8/31/2020,"Local pack, Site links, Video, FAQ"
breakfast cafe haverhill,67,67,50,81.13,0,https://www.dunkindonuts.com/,0,0,0,0,81,"[10,100,5,5,5,43,5,5,5,5,5,33]",8/18/2020,"Local pack, Image pack, Reviews"
closest mall in my location,49,49,40,79.09,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,330000000,"[29,29,14,29,29,14,14,100,57,14,29,14]",8/20/2020,"Local pack, Site links, Reviews"
snoop dance,56,56,140,89.27,0,https://news.dunkindonuts.com/blog/snoop-dogg-interview-menu-hack-dunkin,0,0,0,0.02,19600000,"[67,81,81,100,67,67,81,81,52,81,67,52]",8/23/2020,"Knowledge panel, Image pack, Reviews, Video, People also ask"
peopleanswers com dunkin donuts,16,16,70,70.43,0,https://www.dunkindonuts.com/en/careers/career-opportunities,0,0,0,0,36,"[0,14,14,100,57,100,29,0,0,29,14,14]",8/29/2020,"Image pack, People also ask"
peopleanswers com dunkin donuts,5,5,70,70.43,0,https://www.dunkindonuts.com/en/careers,0,0,0,0,36,"[0,14,14,100,57,100,29,0,0,29,14,14]",8/29/2020,"Image pack, People also ask"
new albany walking classic,65,65,320,63.32,0,https://www.dunkindonuts.com/,0,0,0,0,87,"[17,31,100,5,3,2,3,9,2,4,3,6]",8/18/2020,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
coffee downtown spokane,80,0,110,68.32,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,12,"[100,67,52,67,81,81,67,67,24,5,14,67]",8/30/2020,"Local pack, Image pack, Featured snippet"
brownie nutrition,82,82,210,81.23,0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0,0,0,0,"[100,81,81,81,65,81,81,81,81,81,81,54]",8/19/2020,"Knowledge panel, Carousel, Image pack, Reviews, Video, Featured snippet, Image, People also ask"
texas roadhouse menu blue springs mo,58,58,40,88.57,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,66,"[33,33,33,33,33,100,33,33,33,33,67,33]",8/15/2020,"Knowledge panel, Image pack, Site links, Reviews"
free chive app,69,69,30,89.45,0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/bagels,0,0,0,0,2070000,"[33,33,33,33,67,0,67,33,33,33,100,33]",8/14/2020,"Image pack, Reviews, Image"
hyatt house newark nj,76,76,50,83.61,0,https://www.dunkindonuts.com/,0,0,0,0.43,81,"[100,100,100,50,100,50,100,50,50,100,50,50]",8/25/2020,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel, FAQ"
hardware store centerville,98,98,90,75.87,0,https://www.dunkindonuts.com/,0,0,0,0.01,545000,"[14,100,14,14,14,29,14,14,14,29,14,14]",8/15/2020,"Local pack, Image pack, Reviews"
who see download,56,56,40,86.38,0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0,0,0,10220000000,"[100,0,0,100,0,0,0,0,0,0,100,0]",8/22/2020,"Reviews, People also ask"
distance from charlotte nc to lancaster sc,91,91,90,77.32,0,https://www.dunkindonuts.com/,0,0,0,0,1410000,"[11,11,56,22,11,100,11,11,11,100,33,11]",8/28/2020,"Instant answer, Site links, People also ask"
distance from columbus ohio to portland maine,53,53,70,82.6,0,https://www.dunkindonuts.com/,0,0,0,0,5980000,"[100,29,14,14,14,14,14,14,71,14,29,0]",8/16/2020,"Instant answer, Site links, Reviews, FAQ"
pod save america tour atlanta,89,89,40,76.28,0.37,https://www.dunkindonuts.com/,0,0,0,0.33,2670000,"[0,25,0,50,50,25,0,0,25,100,25,25]",8/25/2020,"Image pack, Site links, Reviews, Video Carousel"
island coffee shop staten island ny,90,90,50,84.45,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.02,7970000,"[60,40,20,20,40,20,20,40,40,0,40,100]",8/17/2020,"Knowledge panel, Image pack, Reviews, Video Carousel"
peach green tea starbucks nutrition,49,49,30,86.53,0,https://www.dunkindonuts.com/en/menu/teas-and-more/iced-tea,0,0,0,0,1150000,"[14,43,71,29,29,100,14,43,71,57,14,14]",8/18/2020,"Image pack, Reviews, Video, Featured snippet, Image, People also ask"
another broken egg cafe memphis memphis tn,57,57,70,89.2,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,60,"[0,100,0,0,0,0,0,0,0,0,0,100]",7/26/2020,"Local pack, Image pack, Reviews, AdWords top, Video Carousel"
boston's restaurant menu jacksonville fl,78,78,30,89.38,0,https://www.dunkindonuts.com/,0,0,0,0,99,"[20,40,60,20,20,40,100,60,0,0,80,20]",8/29/2020,"Knowledge panel, Image pack, Video, AdWords bottom, FAQ"
thin mint iced coffee calories,3,3,90,83.65,0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,8,0,0,0.03,6540000,"[50,0,100,0,0,100,50,0,100,50,50,100]",8/18/2020,"Image pack, Reviews, Video, Featured snippet, Image, People also ask"
baseball card shoppe madison wi,81,81,20,73.22,0,https://www.dunkindonuts.com/,0,0,0,0,98,"[25,25,25,25,25,75,100,25,75,100,100,25]",8/16/2020,"Knowledge panel, Image pack, Reviews, Video"
does chai have caffeine,44,46,4400,78.5,0,https://www.dunkindonuts.com/en/menu/teas-and-more/vanilla-chai,1,0,0,0,7430000,"[29,67,100,100,82,82,100,67,55,44,44,36]",8/30/2020,"Instant answer, Knowledge panel, Site links, Image, Video Carousel, People also ask, FAQ"
distance from billings mt to fargo nd,59,59,30,72.6,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,542000,"[100,20,20,40,100,20,60,20,100,20,80,80]",8/18/2020,"Instant answer, Reviews, People also ask"
best kosher near me,92,92,50,80.55,0,https://www.dunkindonuts.com/,0,0,0,0.01,95300000,"[0,0,0,0,0,0,0,0,0,100,50,100]",7/29/2020,"Local pack, Image pack, Reviews, Image"
american do it center tomah wi,84,84,20,82.4,0,https://www.dunkindonuts.com/,0,0,0,0.71,88,"[60,20,20,20,20,100,60,20,20,60,20,20]",8/16/2020,"Knowledge panel, Image pack, Site links, Reviews, Video"
breakfast delivery newark,99,99,50,87.06,0,https://www.dunkindonuts.com/,0,0,0,0,61,"[0,0,0,0,0,0,0,0,0,100,100,100]",8/8/2020,"Local pack, Image pack, Site links, AdWords top, FAQ"
android perks,28,28,50,80.34,0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0,0,0,40500000,"[67,33,33,33,33,33,67,33,67,33,100,33]",8/15/2020,"Reviews, Featured snippet, People also ask"
food delivery north conway nh,83,83,40,76.8,2.07,https://www.dunkindonuts.com/,0,0,0,0.39,8,"[11,11,22,11,22,100,11,11,44,11,22,11]",8/22/2020,"Local pack, Image pack, Reviews, AdWords top"
dunkin stock symbol,64,64,30,89.08,0,https://news.dunkindonuts.com/internal_redirect/cms.ipressroom.com.s3.amazonaws.com/285/files/201610/Brand%20Timeline%20Fact%20Sheet_11%203%2016.pdf,0,0,0,0,803000,"[20,20,20,20,20,20,100,20,60,20,20,20]",8/28/2020,"Site links, Featured snippet, People also ask, FAQ"
donuts austin tx,65,65,590,72.65,0,https://www.dunkindonuts.com/,0,0,0,0.05,99,"[100,82,82,82,67,82,100,100,67,54,82,82]",8/26/2020,"Local pack, Image pack, Site links, Video Carousel"
mint content,86,86,30,55.44,0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,0,0,0,0,877000000,"[25,25,25,25,25,25,25,25,25,25,25,100]",8/27/2020,"Image pack, Site links"
bagel bakery gainesville fl,75,75,70,85.05,0,https://www.dunkindonuts.com/en/food-drinks,0,0,0,0.03,88,"[100,1,10,1,44,30,2,1,1,1,1,19]",8/14/2020,"Knowledge panel, Image pack, Site links, Reviews"
multigrain round dunkin,2,2,70,87.17,0,https://www.dunkindonuts.com/en/food-drinks/ddsmart/multigrain-bagel,9,0,0,0,26,"[11,11,11,11,11,11,11,22,100,11,11,0]",8/15/2020,"Image pack, Site links, Reviews, People also ask"
multigrain round dunkin,3,3,70,87.17,0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,6,0,0,0,26,"[11,11,11,11,11,11,11,22,100,11,11,0]",8/15/2020,"Image pack, Site links, Reviews, People also ask"
multigrain round dunkin,4,4,70,87.17,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/veggie-egg-white-flatbread,4,0,0,0,26,"[11,11,11,11,11,11,11,22,100,11,11,0]",8/15/2020,"Image pack, Site links, Reviews, People also ask"
beverage places near me,19,19,140,76.18,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,436000000,"[81,65,54,42,42,42,35,42,42,54,81,100]",8/29/2020,Local pack
all american do it center tomah,95,95,20,80.74,0,https://www.dunkindonuts.com/,0,0,0,0,95,"[7,79,100,7,7,7,29,7,7,7,21,36]",8/29/2020,"Knowledge panel, Image pack, Video"
can you be allergic to cinnamon,96,96,320,72.44,0,https://www.dunkindonuts.com/content/dam/dd/pdf/allergy_ingredient_guide.pdf,0,0,0,0,3640000,"[54,67,82,82,100,100,82,67,82,82,82,67]",8/15/2020,"Site links, Featured snippet, People also ask"
baskin robbins age hiring,18,18,170,82.02,0.72,https://www.dunkindonuts.com/en/careers,0,0,0,0.02,94,"[11,9,14,11,14,5,14,3,11,1,9,100]",8/13/2020,"Image pack, Site links, Reviews, Video, Featured snippet, People also ask"
a timeline of coffee varieties,54,54,30,67.27,0,https://news.dunkindonuts.com/internal_redirect/cms.ipressroom.com.s3.amazonaws.com/285/files/201610/Brand%20Timeline%20Fact%20Sheet_11%203%2016.pdf,0,0,0,0,78,"[40,60,20,0,20,100,20,0,20,0,60,20]",8/14/2020,Image pack
buy a gift,74,74,720,85.13,1.31,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0,0,1,5760000000,"[45,55,45,55,68,100,45,45,45,45,55,45]",8/23/2020,"Knowledge panel, Site links, Reviews, AdWords top, People also ask"
cold pictures free,50,0,90,87.48,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,1660000000,"[0,0,0,0,0,0,0,0,0,0,100,0]",8/30/2020,"Image pack, Video"
illustration pumpkin,87,87,30,86.45,0,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,0,0,0,0,91,"[7,14,7,7,7,14,100,7,50,21,7,14]",8/23/2020,"Image pack, Reviews, Image, Video Carousel"
heart and crown new years eve,33,33,30,83.36,0,https://www.dunkindonuts.com/,0,0,0,0,40,"[0,0,0,0,0,0,0,0,100,0,0,0]",8/26/2020,"Image pack, Site links, Reviews, Video, Video Carousel"
idea head office number,57,57,40,65.3,0,https://www.dunkindonuts.com/en/about/contact-us,0,0,0,0,1300000000,"[0,0,0,0,0,100,60,0,0,20,20,0]",8/16/2020,"Reviews, Video, People also ask"
how to pick up starbucks mobile order drive thru,20,20,20,90.9,1.6,https://news.dunkindonuts.com/blog/dunkin-order-ahead-drive-thru-pickup,0,0,0,0.07,12400000,"[50,50,50,50,50,50,50,50,50,50,50,100]",8/15/2020,"Image pack, Site links, Reviews, Video, Featured snippet, People also ask"
does dunkin donuts make their donuts,7,9,70,89.27,0,https://news.dunkindonuts.com/blog/blog_custom-20180718,2,0,0,0,33100000,"[1,13,13,2,1,1,2,1,13,100,1,2]",8/30/2020,"Site links, Featured snippet, Image, Video Carousel, People also ask"
distance between montgomery and birmingham,95,95,90,78.05,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,2380000,"[79,100,79,79,64,79,100,64,50,21,64,50]",8/25/2020,"Instant answer, Reviews, Video, People also ask, FAQ"
starbucks 28th street san diego,75,75,40,83.71,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,77,"[14,100,29,29,14,14,14,14,14,29,29,14]",8/17/2020,"Knowledge panel, Image pack, Reviews"
cortadito cuban coffee caffeine content,28,28,90,77.8,0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/espresso,0,0,0,0,18,"[20,20,40,60,80,0,20,80,20,40,60,100]",8/19/2020,"Image pack, Site links, Reviews, Image, People also ask"
dunkin donuts lebanon tn,5,5,210,82.69,0,https://www.dunkindonuts.com/,10,0,0,0,87,"[65,65,100,100,81,65,100,65,100,100,81,81]",8/25/2020,"Local pack, Image pack, Site links, Reviews, FAQ"
starbucks partner perks card discounts,51,51,30,84.53,0,https://www.dunkindonuts.com/en/about/contact-us/faqs,0,0,0,0,677000,"[0,0,0,0,0,0,0,0,0,25,0,100]",8/15/2020,"Reviews, Featured snippet, People also ask"
coffee cup sizes chart,96,96,210,67.54,0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/coffee,0,0,0,0.85,45400000,"[66,66,66,66,81,66,81,81,53,66,100,100]",8/16/2020,"Image pack, Site links, Reviews, AdWords top, People also ask"
breakfast places in salisbury,88,88,30,79.59,0,https://www.dunkindonuts.com/,0,0,0,0,6070000,"[50,25,25,25,25,25,25,25,25,50,50,100]",8/14/2020,"Local pack, Image pack, Reviews, Video"
how many calories in a tall gingerbread latte,53,53,30,84.35,0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/latte,0,0,0,0,350000,"[0,0,0,0,0,0,0,25,100,0,0,0]",8/18/2020,"Image pack, Reviews, Video, Featured snippet, Image, People also ask"
are mcdonald's smoothies gluten free,51,51,30,83.38,0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/smoothies,0,0,0,0,94,"[56,11,11,22,11,11,11,11,11,100,11,11]",8/9/2020,"Image pack, Reviews, Video, Image, People also ask"
white thing in egg,88,88,170,79.84,0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/veggie-egg-white-omelet,0,0,0,0,583000000,"[36,23,28,23,36,36,54,54,54,100,82,54]",8/20/2020,"Reviews, Video, Featured snippet, Image, People also ask"
calories in grande almond milk latte,42,42,30,87.05,0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/latte,0,0,0,0.01,314000,"[6,6,6,18,18,6,41,100,6,82,12,41]",8/27/2020,"Image pack, Video, Featured snippet, People also ask"
sanford restaurant equipment colorado,83,83,40,59.94,0,https://www.dunkindonuts.com/en/careers,0,0,0,0,95,"[0,0,33,0,0,0,0,0,33,100,33,67]",8/18/2020,"Local pack, Image pack, Reviews"
high hill mo restaurants,91,91,30,86.01,0,https://www.dunkindonuts.com/,0,0,0,0.09,49200000,"[100,20,20,20,40,20,20,20,20,20,60,40]",8/12/2020,"Local pack, Image pack, Reviews, Video"
free tea,50,50,210,69.94,0.8,https://www.dunkindonuts.com/en/menu/teas-and-more/tea,0,0,0,0.48,1890000000,"[100,66,66,81,66,66,66,66,66,66,81,81]",8/23/2020,"Image pack, Site links, Reviews, Video Carousel"
can you order uber eats for someone else,49,49,40,88.64,0,https://www.dunkindonuts.com/en/dunkin-delivers,0,0,0,0.03,66900000,"[57,100,14,14,14,14,14,14,29,14,100,14]",8/17/2020,"Site links, Reviews, Featured snippet, Video Carousel, People also ask"
drinks here sign,22,22,70,86.43,0,https://www.dunkindonuts.com/en/dd-perks,0,0,0,1,3030000000,"[33,67,33,67,33,33,33,33,100,33,33,67]",8/22/2020,"Image pack, Reviews"
coffee shops ames,63,63,140,71.24,0,https://www.dunkindonuts.com/,0,0,0,0.01,16900000,"[42,81,100,65,81,65,65,54,35,15,27,35]",8/17/2020,"Local pack, Image pack, Reviews, Video"
coffee smoothie near me,72,72,140,72.85,2.3,https://www.dunkindonuts.com/en/menu/frozen-drinks,0,0,0,0.23,204000000,"[100,81,81,67,33,43,67,81,81,52,67,81]",8/18/2020,"Local pack, Reviews, Image"
apple press release time,54,54,20,88.81,0,https://news.dunkindonuts.com/news,0,0,0,0,2430000000,"[0,0,50,0,100,50,50,50,50,50,50,50]",8/22/2020,"Image pack, Site links, Video, People also ask"
where is the closest place to eat from my location,87,87,50,89.11,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.03,1480000000,"[20,100,100,20,20,60,20,80,20,20,20,20]",8/16/2020,"Local pack, Site links, Reviews, People also ask"
1 riverside place covington ky,87,87,40,73.92,0,https://www.dunkindonuts.com/,0,0,0,0.04,93,"[14,14,14,14,14,100,14,14,14,14,14,14]",8/17/2020,"Image pack, Reviews, Video"
dunkin donuts new bern nc,7,7,260,86.69,0,https://www.dunkindonuts.com/,10,0,0,0,97,"[100,67,67,67,67,67,67,67,54,28,67,100]",8/19/2020,"Local pack, Image pack, Reviews, Video"
the hero and the crown read online,35,35,40,78.75,0,https://www.dunkindonuts.com/,0,0,0,0.07,98,"[11,33,11,11,22,11,11,33,100,11,11,11]",8/18/2020,"Image pack, Reviews, Video"
check hyatt gift card balance,76,76,30,72.61,0,https://www.dunkindonuts.com/,0,0,0,0,95,"[57,14,14,14,71,14,14,14,14,14,100,14]",8/13/2020,"Image pack, Site links, Reviews, People also ask"
bristol restaurants open christmas day 2018,85,85,70,80.77,0,https://www.dunkindonuts.com/,0,0,0,0,92,"[0,0,0,0,0,0,0,100,0,0,0,0]",8/14/2020,"Image pack, Reviews, Video, Featured snippet, People also ask"
