,Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Timestamp
6841,what are the ingredients in a cappuccino,44,44,90,81.98,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cappuccino,0,0.0,0,0.09,0,8/17/2020
6842,breakfast places augusta ga,81,81,40,77.26,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,41,8/17/2020
6843,homes for sale centerville ny,57,57,30,82.18,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.17,84,8/17/2020
6844,spartan 051 kurt,55,0,30,84.56,0.0,https://news.dunkindonuts.com/blog/home-base-boston-marathon-2019,0,0.0,0,0.0,58,8/31/2020
6845,hartford to tampa one way,71,71,70,89.34,0.43,https://www.dunkindonuts.com/,0,0.0,0,0.2,8050000,8/15/2020
6846,bartlesville restaurants,77,77,1900,73.78,1.11,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.01,92,8/27/2020
6847,harpoon run,52,52,30,65.65,0.0,https://news.dunkindonuts.com/news/dunkin-and-harpoon-brewery-launch-a-new-taste-for-fall-harpoon-dunkin-coffee-porter,0,0.0,0,0.0,2060000,8/16/2020
6848,card send manager,67,67,40,81.45,0.0,https://www.dunkindonuts.com/en/about/contact-us,0,0.0,0,0.51,911000000,8/17/2020
6849,mocha vs coffee caffeine,36,36,40,84.73,0.0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,0,0.0,0,0.07,8790000,8/19/2020
6850,cloud macchiato iced,55,55,30,83.56,0.0,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-macchiato,0,0.0,0,0.08,416000,8/19/2020
6851,rainbow careers application,85,85,40,72.31,0.3,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.18,12800000,8/14/2020
6852,24 hour coffee shop tempe,93,93,90,85.87,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.11,51,8/20/2020
6853,ice break coffee bulk buy,31,31,40,72.52,0.0,https://www.dunkindonuts.com/en/shop,0,0.0,0,0.0,16500000,8/28/2020
6854,coffee hot chocolate drink,56,56,50,85.87,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks,0,0.0,0,0.31,370000000,8/16/2020
6855,find the closest starbucks to my location,10,10,30,85.68,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.01,227000000,8/5/2020
6856,texas roadhouse application near me,37,37,30,86.86,0.36,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.29,56,8/14/2020
6857,fat ham restaurant,68,68,40,83.24,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/ham-egg-cheese,0,0.0,0,0.0,41900000,8/20/2020
6858,send itunes gift via text,25,25,30,88.47,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.33,19500000,8/15/2020
6859,togo's baskin robbins,23,23,140,79.76,0.93,https://news.dunkindonuts.com/news/quick-service-restaurant-brands-dunkin-donuts-baskin-robbins-and-togo-s-contribute-to-allied-domecq-plc-s-results-with-operating-profits-up-7,0,0.0,0,0.02,57400,8/18/2020
6860,iced coffee happy hour,2,2,30,90.54,0.0,https://news.dunkindonuts.com/blog/dunkin-deals-happy-hour,3,0.0,0,0.07,100,8/18/2020
6861,distance from florida to colorado,51,51,30,78.97,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,99,8/26/2020
6862,dunkin pumpkin coffee,1,1,390,86.19,0.0,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,312,0.0,0,0.92,7670000,8/19/2020
6863,peru beverages,84,84,70,70.7,0.0,https://news.dunkindonuts.com/blog/its-national-coffee-day-celebrate-with-dd-beverages-from-across-the-world,0,0.0,0,0.0,0,8/15/2020
6864,is turmeric an allergen,93,93,50,76.89,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/allergy_ingredient_guide.pdf,0,0.0,0,0.0,1650000,8/26/2020
6865,who delivers coffee near me,14,14,30,84.74,3.57,https://www.dunkindonuts.com/,0,0.0,0,0.55,2570000000,8/22/2020
6866,google pay rewards stopped,73,73,30,82.64,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.0,9800000,8/29/2020
6867,calories in milk chocolate chips,82,82,70,85.01,0.0,https://www.dunkindonuts.com/en/menu/bagels-and-muffins/muffins,0,0.0,0,0.13,0,8/21/2020
6868,running store bluffton sc,80,80,90,72.94,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.07,99,8/25/2020
6869,dd discount store in riverside ca,44,44,30,87.04,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,59,8/20/2020
6870,loose leaf tea store,81,81,480,68.52,1.48,https://www.dunkindonuts.com/en/menu/teas-and-more/tea,0,0.0,0,0.92,81500000,8/18/2020
6871,bern to lucerne distance,96,96,50,78.68,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,94,8/22/2020
6872,dunkin donuts mount prospect,72,72,140,85.24,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,84,8/19/2020
6873,al beverage company ct,99,99,90,71.86,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,10300000,8/21/2020
6874,keto coffee dunkin,56,56,170,79.09,3.28,https://news.dunkindonuts.com/news/dunkin-donuts-brews-a-swirl-of-excitement-with-new-coffee-flavor-swirls-and-coffee-creme-donuts,0,0.0,0,0.35,540000,8/25/2020
6875,bowling alley winchester va,78,78,140,77.11,0.95,https://www.dunkindonuts.com/,0,0.0,0,0.03,4730000,8/18/2020
6876,iced chai latte dunkin donuts,2,0,30,84.31,4.96,https://news.dunkindonuts.com/blog/dunkin-what-is-a-chai-latte,0,0.0,3,0.08,163000,8/30/2020
6877,iced chai latte dunkin donuts,1,0,30,84.31,4.96,https://www.dunkindonuts.com/en/menu/teas-and-more/vanilla-chai,24,0.0,119,0.08,163000,8/30/2020
6878,the huntsville item,49,49,720,71.38,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,54,8/27/2020
6879,quick cash of middletown llc,83,83,30,63.43,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.86,2310000,8/17/2020
6880,mobile apt,56,56,30,74.19,0.66,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.26,271000000,8/18/2020
6881,breakfast warsaw indiana,87,87,30,74.0,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,33,8/17/2020
6882,do delivery,7,7,170,90.28,3.16,https://www.dunkindonuts.com/en/dunkin-delivers,6,0.0,21,0.11,4470000000,8/20/2020
6883,hey google show me a picture of you,78,78,90,88.65,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.01,921000000,8/14/2020
6884,android pay rewards points,98,98,30,90.06,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.0,389000000,8/22/2020
6885,metro by t mobile tulsa ok,79,79,170,85.78,6.73,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.13,94,8/16/2020
6886,pink iced donuts,17,17,50,84.65,0.0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,0,0.0,0,0.28,4350000,8/17/2020
6887,french press coffee nutrition facts,31,31,30,69.77,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.54,6600000,8/26/2020
6888,dunkin donuts malden ma 02148,64,64,50,87.68,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,70,8/17/2020
6889,starbucks strawberry blended lemonade,83,83,90,80.62,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks,0,0.0,0,0.0,541000,8/19/2020
6890,total nutrition port charlotte fl,66,66,40,73.08,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,72,8/17/2020
6891,sandwich king sausage bread,81,81,50,84.11,0.0,https://news.dunkindonuts.com/news/beyond-meat-dunkin,0,0.0,0,0.0,17500000,8/18/2020
6892,baskin robbins glastonbury,83,83,20,90.07,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.0,85,8/17/2020
6893,sun village donuts,37,37,50,87.73,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.12,4840000,8/16/2020
6894,closest station near me,41,41,90,81.0,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.01,358000000,8/28/2020
6895,fort myers jobs hiring now,43,43,90,85.34,0.61,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.52,4950000,8/18/2020
6896,regular cup of coffee size,52,52,30,77.13,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/coffee,0,0.0,0,0.43,534000000,8/16/2020
6897,lemonade espresso,73,73,70,72.55,0.0,https://www.dunkindonuts.com/en/food-drinks,0,0.0,0,0.07,99,8/18/2020
6898,nearest n,86,86,70,83.54,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,392000000,8/14/2020
6899,cupcakes richmond ca,93,93,70,83.15,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.8,79,8/24/2020
6900,ninety nine restaurant north andover ma,59,59,70,87.2,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,66,8/15/2020
6901,metro by t mobile wilmington,63,63,20,92.13,6.6,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.15,89,8/15/2020
6902,afternoon tea albuquerque,89,89,30,76.93,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.05,51,8/19/2020
6903,creamy coffee drinks,35,35,30,85.4,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/frozen-iced-coffee,0,0.0,0,0.29,150000000,8/17/2020
6904,matcha soft serve near me,49,49,110,81.28,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.07,28000000,8/21/2020
6905,what are happy brand gift cards,66,66,30,76.07,0.0,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,0.0,483000000,8/16/2020
6906,how do i call apple,35,35,140,92.71,0.61,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,0,0.0,0,0.1,39,8/28/2020
6907,sunoco fuel perks,21,21,70,74.7,1.2,https://www.dunkindonuts.com/shell,0,0.0,0,0.18,61100,8/23/2020
6908,does instant cappuccino have caffeine,37,37,40,72.35,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cappuccino,0,0.0,0,0.17,2590000,8/17/2020
6909,shoprite careers jersey city nj,46,46,30,82.86,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.29,64,8/27/2020
6910,can you order pick up on doordash,59,59,50,88.06,2.59,https://www.dunkindonuts.com/en/dunkin-delivers,0,0.0,0,0.02,18200000,8/18/2020
6911,happy lemon rewards card,52,52,50,78.2,0.0,https://www.dunkindonuts.com/en/menu/teas-and-more/iced-tea,0,0.0,0,0.01,14700000,8/17/2020
6912,venti caramel brulee latte calories,44,44,40,83.32,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/latte,0,0.0,0,0.0,28,8/15/2020
6913,classic rock coffee omaha,83,83,30,82.22,0.0,https://www.dunkindonuts.com/en/food-drinks,0,0.0,0,0.0,81,7/25/2020
6914,matcha frappuccino price,37,37,30,75.82,0.0,https://www.dunkindonuts.com/en/menu/frozen-drinks,0,0.0,0,0.11,96,8/16/2020
6915,davenport university warren,84,84,210,76.58,30.0,https://www.dunkindonuts.com/,0,0.0,0,0.17,100,8/26/2020
6916,how many calories does a white chocolate mocha have,58,58,30,86.0,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,0,0.0,0,0.0,0,8/22/2020
6917,bruins dog sweater,53,53,30,72.36,0.0,https://news.dunkindonuts.com/news/NHL-Dunkin-2020,0,0.0,0,1.0,503000,8/16/2020
6918,starbucks unsweetened iced green tea calories,85,85,30,85.16,0.0,https://www.dunkindonuts.com/en/menu/teas-and-more/iced-tea,0,0.0,0,0.0,291000,8/29/2020
6919,2 milk nutritional information,56,56,320,83.3,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,0,0.0,0,0.05,156000000,8/16/2020
6920,burgers brew and que locations,71,71,90,85.76,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.01,74,8/17/2020
6921,black bear diner walnut creek california,60,60,20,90.21,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.01,66,8/23/2020
6922,does artificial butter flavor have dairy in it,95,95,70,69.47,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/allergy_ingredient_guide.pdf,0,0.0,0,0.0,5030000,8/23/2020
6923,where is the closest coffee shop to me,37,64,50,73.05,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.14,292000000,8/30/2020
6924,my perks coupons,44,44,70,79.86,0.0,https://www.dunkindonuts.com/en/dd-perks/registration,0,0.0,0,0.07,12900000,8/18/2020
6925,wawa donut ingredients,89,89,90,82.02,0.0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/wake-up-wrap,0,0.0,0,0.0,96,8/24/2020
6926,distance from columbus ohio to lima ohio,98,98,50,79.65,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,1720000,8/29/2020
6927,chinese food chester ny,72,72,320,75.1,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,42,8/17/2020
6928,minnesota phone area code map,72,72,50,82.88,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,95,8/15/2020
6929,nearest donut shop near me,6,6,260,74.48,0.0,https://www.dunkindonuts.com/en/locations,13,0.0,0,0.27,32000000,8/19/2020
6930,nearest donut shop near me,5,5,260,74.48,0.0,https://www.dunkindonuts.com/,13,0.0,0,0.27,32000000,8/19/2020
6931,allergy count las vegas,72,72,50,80.34,0.03,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.09,98,8/26/2020
6932,job search crew,41,41,40,68.96,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.0,1380000000,8/19/2020
6933,starbucks vanilla syrup nutrition label,81,81,40,87.98,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.5,1050000,8/18/2020
6934,shell at cost app,22,22,40,86.52,0.0,https://www.dunkindonuts.com/shell,0,0.0,0,0.0,179000000,8/28/2020
6935,best coffee in st louis 2018,83,83,90,66.57,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,73600000,8/18/2020
6936,best vouchers to give as gifts,94,94,20,83.41,0.0,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,0.0,149000000,8/15/2020
6937,apple cider donuts las vegas,64,64,30,72.73,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.29,75,8/24/2020
6938,the grocer login,16,16,40,62.2,0.0,https://www.dunkindonuts.com/en/sign-in,0,0.0,0,0.0,29700000,8/18/2020
6939,t mobile winchester va,94,94,110,83.24,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,9300000,8/28/2020
6940,americano coffee with milk,38,38,90,67.84,0.0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,0,0.0,0,0.16,17600000,8/17/2020
6941,difference between chai latte and dirty chai,37,37,30,69.64,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/vanilla-chai,0,0.0,0,0.03,1720000,8/13/2020
6942,local offices near me,80,80,90,90.61,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,6870000000,8/26/2020
6943,sausage egg cheese croissant burger king,92,92,70,83.32,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0.0,0,0.03,463000,8/19/2020
6944,may 8 2012 day of week,44,44,70,73.12,0.0,https://news.dunkindonuts.com/news/dunkin-donuts-launches-dd-greenTM-an-?page=40,0,0.0,0,0.0,1560000000,8/18/2020
6945,balance bal,28,28,20,64.57,0.0,https://www.dunkindonuts.com/en/dd-cards/check-balance,0,0.0,0,1.0,81600000,8/27/2020
6946,latin music entertainment,88,88,40,63.77,0.0,https://news.dunkindonuts.com/news/dunkin-donuts-partners-with-universal-music-latin-entertainment-for-rhythm-of-the-night,0,0.0,0,0.0,184000000,8/28/2020
6947,evansville donuts,27,27,50,80.16,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.02,20,8/16/2020
6948,free donuts near me,5,5,140,84.85,2.58,https://news.dunkindonuts.com/blog/how-to-get-a-free-donut-on-national-donut-day,7,0.0,18,0.38,109000000,8/16/2020
6949,maple bar calories,49,49,880,75.19,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.01,5920000,8/22/2020
6950,baskin robbins ice cream menu,47,0,480,86.47,1.22,https://news.dunkindonuts.com/news/ice-cream-and-espresso-fans-gotta-affogato-to-baskin-robbins-and-dunkin-for-their-new-combination-menu-treat,0,0.0,0,0.03,1420000,8/30/2020
6951,cream cheese and honey bagel,97,97,40,69.62,0.0,https://www.dunkindonuts.com/en/menu/bagels-and-muffins/bagels,0,0.0,0,0.05,8650000,8/25/2020
6952,clinton iowa attractions,94,94,30,80.23,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,1200000,8/27/2020
6953,grab online ordering,60,60,40,79.07,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.14,590000000,8/19/2020
6954,receipt rewards,69,69,320,81.6,1.44,https://www.dunkindonuts.com/en/about/contact-us/dd-perks,0,0.0,0,0.32,74200000,8/19/2020
6955,soy latte k cups,34,34,50,84.29,0.0,https://www.dunkindonuts.com/en/food-drinks/brew-at-home/k-cups,0,0.0,0,0.79,691000,8/19/2020
6956,new restaurants in great falls mt,98,98,110,79.59,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.01,16200000,8/29/2020
6957,30 donuts,54,54,20,79.62,0.0,https://news.dunkindonuts.com/news?page=30,0,0.0,0,0.2,133000000,8/17/2020
6958,dunkin donuts power sandwich,1,1,390,83.3,0.0,https://news.dunkindonuts.com/blog/blog_custom-20190110,312,0.0,0,0.0,99,8/16/2020
6959,dunkin donuts power sandwich,2,2,390,83.3,0.0,https://news.dunkindonuts.com/blog/what-is-power-breakfast-sandwich,10,0.0,0,0.0,99,8/16/2020
6960,dunkin donuts power sandwich,3,3,390,83.3,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/power-breakfast-sandwich,7,0.0,0,0.0,99,8/16/2020
6961,dunkin donuts power sandwich,4,4,390,83.3,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,5,0.0,0,0.0,99,8/16/2020
6962,dunkin donuts gift card check amount,1,1,30,72.07,0.0,https://www.dunkindonuts.com/en/dd-cards/check-balance,24,0.0,0,0.0,784000,8/14/2020
6963,dunkin donuts gift card check amount,2,2,30,72.07,0.0,https://www.dunkindonuts.com/en/dd-cards,0,0.0,0,0.0,784000,8/14/2020
6964,bubble tea in connecticut,81,81,30,80.9,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,55,8/18/2020
6965,d メニュー,69,69,260,61.99,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,86,8/24/2020
6966,ok google dunkin donuts near me,2,2,210,87.0,0.0,https://www.dunkindonuts.com/en/menu,5,0.0,0,0.01,87,8/11/2020
6967,ok google dunkin donuts near me,1,1,210,87.0,0.0,https://www.dunkindonuts.com/en/locations,168,0.0,0,0.01,87,8/11/2020
6968,unsweetened almond milk carbs,91,91,720,84.47,0.6,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.58,88,8/22/2020
6969,unsweetened almond milk carbs,92,92,720,84.47,0.6,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,0,0.0,0,0.58,88,8/22/2020
6970,good lounges near me,80,80,40,98.81,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks,0,0.0,0,0.02,55600000,8/15/2020
6971,homes for sale near clinton nc,94,94,30,79.39,0.12,https://www.dunkindonuts.com/,0,0.0,0,0.32,20200000,8/15/2020
6972,americana restaurant east windsor nj,74,74,40,81.59,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,83,8/16/2020
6973,oakwood dunkin donuts,22,22,40,87.2,0.0,https://www.dunkindonuts.com/en/careers/career-opportunities,0,0.0,0,0.02,112000,8/15/2020
6974,closest places that deliver,74,74,170,90.45,2.41,https://www.dunkindonuts.com/,0,0.0,0,0.31,340000000,8/14/2020
6975,restaurants on great titchfield street,99,99,40,65.6,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,3390000,8/15/2020
6976,summer classics home charlotte,97,97,20,82.86,4.06,https://www.dunkindonuts.com/en/menu,0,0.0,0,1.0,15500000,8/25/2020
6977,поздравительные обои,88,88,30,79.92,0.0,https://news.dunkindonuts.com/blog/DonutDayWallpapers,0,0.0,0,0.0,58100000,8/24/2020
6978,christmas day dinner waterford,54,54,50,79.15,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,71,8/19/2020
6979,burger king vanilla iced coffee,68,68,210,84.34,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.01,1130000,8/23/2020
6980,evaporated milk nutrition facts,71,71,320,80.19,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.06,0,8/23/2020
6981,hey google make me a sandwich,21,21,320,86.64,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0.0,0,0.01,39600000,8/29/2020
6982,dunkin donuts buy one dozen get one free,1,1,20,86.8,3.11,https://www.dunkindonuts.com/en/menu/offers-promotions,16,0.0,49,0.13,1080000,8/18/2020
6983,places to eat in mt vernon iowa,92,92,30,72.42,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.03,2120000,8/17/2020
6984,iced pumpkin latte dunkin donuts calories,3,3,90,85.29,0.0,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-latte,8,0.0,0,0.0,71900,8/16/2020
6985,iced pumpkin latte dunkin donuts calories,4,4,90,85.29,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/latte,6,0.0,0,0.0,71900,8/16/2020
6986,iced pumpkin latte dunkin donuts calories,2,2,90,85.29,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,11,0.0,0,0.0,71900,8/16/2020
6987,adp activate email,100,100,40,64.91,0.0,https://www.dunkindonuts.com/en/sign-in,0,0.0,0,0.01,4090000,8/15/2020
6988,low calorie hot beverages,34,34,30,83.2,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks,0,0.0,0,0.86,8960000,8/15/2020
6989,dunkin donuts main st middletown ct,33,33,30,83.16,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.03,87,8/28/2020
6990,whats a latte,5,5,3600,75.2,0.0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,180,0.0,0,0.0,136000000,8/16/2020
6991,holiday muffin flavors,48,48,70,81.63,0.0,https://news.dunkindonuts.com/news/holiday-menu-extra-joy-included-dunkin-unwraps-its-largest-ever-holiday-lineup,0,0.0,0,0.14,7440000,8/19/2020
6992,buy here pay here middletown ny,37,37,90,54.18,4.73,https://www.dunkindonuts.com/,0,0.0,0,0.46,1320000,8/15/2020
6993,american restaurants in highland park il,75,75,70,84.08,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,28300000,8/15/2020
6994,rooms express castleton indiana,78,78,30,84.95,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,1280000,8/15/2020
6995,online part time jobs for 16 year olds,53,53,90,76.69,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.32,34300000,8/14/2020
6996,detroit airport dining map,95,95,40,83.65,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,4030000,8/16/2020
6997,things to do in clarksville md,81,81,50,81.65,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.03,27800000,8/19/2020
6998,1 belmont ave springfield ma,69,69,30,83.25,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,80,8/16/2020
6999,butler creek augusta ga phone number,67,67,50,82.87,3.12,https://www.dunkindonuts.com/,0,0.0,0,0.18,84,8/16/2020
7000,creme brulle latte,95,95,40,68.18,0.0,https://news.dunkindonuts.com/blog/the-story-behind-our-new-creme-brulee-holiday-flavor,0,0.0,0,0.0,1760000,8/18/2020
7001,bull on the beach menu,76,76,720,84.21,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,66100000,8/19/2020
7002,great value hot chocolate k cups,84,84,110,86.3,1.17,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/hot-chocolate,0,0.0,0,1.0,33200000,8/17/2020
7003,part time summer jobs,62,62,1300,82.71,0.9,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.18,2600000000,8/25/2020
7004,starbucks iced coffee nutrition,56,56,480,84.82,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.09,1420000,8/17/2020
7005,starbucks caramel macchiato sizes,58,58,20,84.99,1.55,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-macchiato,0,0.0,0,0.23,55,8/19/2020
7006,uber delivery fee,33,33,140,89.9,3.09,https://news.dunkindonuts.com/blog/uber-eats-june-delivery-offer,0,0.0,0,0.15,75000000,8/19/2020
7007,restaurants near wilmington,72,72,110,82.48,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,42400000,8/11/2020
7008,how much caffeine in starbucks doubleshot energy drink,96,96,30,76.4,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.03,37,8/22/2020
7009,1 elk street albany ny,89,89,20,89.54,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.03,99,8/26/2020
7010,dessert and drinks,60,60,390,81.1,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,817000000,8/20/2020
7011,jarred christmas gift ideas,45,45,50,80.84,0.0,https://news.dunkindonuts.com/blog/dunkin-holiday-merch-gift-ideas,0,0.0,0,0.0,1440000,8/22/2020
7012,distance from wilson nc to goldsboro nc,82,82,50,72.39,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,326000,8/17/2020
7013,google pay mobile billing,55,55,40,93.75,0.0,https://news.dunkindonuts.com/news/dunkin-donuts-adds-google-wallet-as-new-mobile-payment-option-for-android-users,0,0.0,0,0.24,136000000,8/16/2020
7014,bt21 dunkin donuts usa,11,11,50,87.64,0.0,https://www.dunkindonuts.com/,2,0.0,0,0.0,98,8/25/2020
7015,english breakfast burrito,93,93,50,73.7,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0.0,0,0.0,72600000,8/16/2020
7016,hampton san marcos ca,84,84,20,91.83,2.32,https://www.dunkindonuts.com/,0,0.0,0,0.14,3010000,8/15/2020
7017,edgewater restaurant london,51,51,30,83.13,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,78,8/19/2020
7018,washington st columbia sc,87,87,50,84.09,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,397000000,8/17/2020
7019,dd hot,2,2,140,75.6,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/coffee,3,0.0,0,0.0,620000000,8/15/2020
7020,dd hot,1,1,140,75.6,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks,112,0.0,0,0.0,620000000,8/15/2020
7021,farewell card online delivery,97,97,40,72.68,0.0,https://www.dunkindonuts.com/,0,0.0,0,1.0,7300000,8/15/2020
7022,jackson coffee company menu,94,94,50,81.63,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,24400000,8/29/2020
